name,price,depreciation,mileage,eng_cap,power,reg_date,coe_left,owners,omv,arf,accessories,new_name
BMW 3 Series 320i Convertible ,82988,12710,152000,1995,115,17-Dec-10,6.52,4,42233,42233,"New Upgraded Steering, Android Player, Flawless Very Good Condition, New Tyres.",BMW 3 Series Sedan (2005-2012)
Porsche Boxster S 3.4A PDK ,128800,24020,118000,3436,228,29-Sep-09,5.36,5,92245,92245,"Sport rims, sport exhaust, sport plus drive mode, psm, sports chrono, automatic rear spoiler, GT4 styled front bumper and much more!",Porsche Boxster (2005-2012)
Suzuki Swift Sport 1.6M ,60800,12740,160000,1586,92,29-Dec-08,4.77,4,15820,15820,"Andriod player, upgraded steering wheel.",Suzuki Swift Sport (2005-2011)
Toyota C-HR 1.2A Turbo Active,76000,15600,35178,1197,85,14-Mar-18,3.97,1,25647,27906,"Sport rims, leather upholstery, park assist with reverse camera, retractable side mirror, dual zone climate aircon and fog lights.",Toyota C-HR
Mazda 3 HB 1.5A Sunroof ,69800,12970,21435,1496,88,26-Dec-18,4.76,1,16042,16042,"1.5l DOHC SkyActiv-G engine, 118bhp, 6 speed SkyActiv drive automatic, ABS, airbags, ISOFIX, knockdown rear seats, keyless entry/start/stop. View specs of the Mazda 3 Hatchback (2014-2019)",OPC Schemes
BMW X1 sDrive20i M-Sport,152800,19900,17164,1998,141,14-Aug-20,6.39,1,42149,51009,"19"" M-Sport rims, M-Sport styling, M-Sport leather sport seats, iDrive system, USB C-port, navigation, 8 ambient lighting, keyless entry.",BMW X1 (2015-2022)
Nissan Qashqai 1.2A DIG-T,42000,14100,113800,1197,85,19-Sep-16,2.49,2,18689,13689,"Leather seat, keyless entry/push start engine, chassis control, dashcam.",Nissan Qashqai (2014-2020)
Hyundai i30 1.4A T-GDi DCT Turbo,90500,14740,67000,1353,95,30-Sep-19,5.52,1,18143,18143,Keyless entry/start/stop. Electric folding side mirrors. Cruise control. Reverse sensors.,Hyundai i30 Hatchback (2018-2022)
Volkswagen Touran 1.4A TSI Trendline,53800,17580,121300,1395,110,30-Sep-16,2.52,1,22789,18905,Auto headlights. Rain sensors. Cruise control. ESP. ABS. Leather seats. Factory audio system. Rear knockdown seats. Reverse sensors.,Volkswagen Touran Sport (2008-2009)
Mercedes-Benz A-Class A180 Style,60988,17580,108000,1595,90,24-Feb-17,2.92,2,22921,19090,Consignment car.,Mercedes-Benz A-Class (2013-2018)
Toyota Harrier 2.0A Elegance,68500,19130,68800,1986,111,1-Dec-16,2.69,1,29971,33960,"Electric leather seats, DVD player, solar film, reverse sensors/camera, fog light, rear aircon vents, bluetooth, sports rims.",Toyota Harrier (2014-2021)
Mazda 3 1.5A Sunroof,49800,13840,89000,1496,88,21-Jun-17,3.25,2,14761,9761,"Sunroof, sports rims, leather seat, smart keyless, factory audio unit. fog light, knockdown rear seat.",Mazda 3 Sedan (2014-2019)
Mercedes-Benz E-Class E200 Avantgarde,160800,22620,100000,1991,145,25-Sep-19,5.51,1,55707,72273,"Auto LED headlights, DRL, multi function steering wheel, keyless entry/start/stop, multi-zone aircon, rear aircon, Bluetooth, GPS, 360 camera.",Mercedes-Benz E-Class Saloon 2016 (2016-2021)
BMW 5 Series 520i Luxury,38800,17020,140000,1997,135,29-Dec-14,0.77,2,46000,51400,"Sports rim, digital meter, parking sensors/reverse camera, adaptive LED headlight, keyless entry/start/stop.",BMW 5 Series Sedan (2010-2016)
BMW 2 Series 216d Gran Tourer Luxury,42777,17480,123684,1496,85,18-Dec-15,0.74,1,30523,24733,"Electric kick boot tailgate, keyless entry and start/stop, sports rims. Lane departure warning, collision alert, navi, park assist, reverse camera.",BMW 2 Series Gran Tourer Diesel (2015-2017)
BMW 2 Series 225xe Plug-in Hybrid Active Tourer iPerformance,135800,16800,73760,1520,165,30-Oct-20,6.6,2,41143,49601,"Heads up display, BMW navigation plus, electric front seats memory for driver, auto tailgate with contactless opening, Dakota leather.",BMW 2 Series Active Tourer Plug-in Hybrid (2017-2021)
Subaru Forester 2.0A XT Sunroof,46800,17450,89400,1998,177,13-May-16,2.05,1,18941,18941,"Sunroof, sports rims, multi function steering, paddle shifters, electric seats, keyless entry/start, Bluetooth, DRL, auto retractable side mirrors.",Subaru Forester (2013-2019)
Nissan Qashqai 1.2A DIG-T,31800,16470,107000,1197,85,30-Sep-15,0.52,1,18413,13413,"Bluetooth, reverse camera, cruise control, electric parking brake, dual zone auto climate control, keyless entry/start.",Nissan Qashqai (2014-2020)
Jaguar F-Type 3.0SC S ST2 Convertible ,213800,23460,58500,2995,280,27-Jun-13,9.02,3,97294,147130,"Keyless entry and start/stop. Multi function steering wheel, navigation, meridian audio system, parking sensors/camera, 20"" sports rim.",Jaguar F-TYPE (2013-2017)
Volvo XC60 T5 2.0A ,140800,14070,125000,1999,177,28-Mar-14,10,2,38994,46592,"Electric tailgate, electric memory seats, reverse sensors with camera, sports rims, keyless entry/start, LED auto headlights, leather seats.",Volvo XC60 (2008-2017)
Land Rover Range Rover Evoque Mild Hybrid 2.0A First Edition,158800,23200,55000,1997,183,29-Jul-19,5.35,2,53999,69199,"Elegance rose gold trimming on exterior, twin 10"" touch pro duo infotainment, navigation, lane departure assist, cruise control & Panoramic Moonroof",Land Rover Range Rover Evoque Mild Hybrid (2019-2024)
Volvo XC60 T5 Momentum,113800,23870,72000,1969,187,16-Jan-18,3.82,2,38070,45298,"18"" Sports Rims, CarPlay/GPS/Bluetooth/USB/audio Sound System, 2 x Electric Leather Seats/memory, Anti Glare Rear Mirror.",Volvo XC60 (2017-2021)
Mercedes-Benz GLA-Class GLA180 Urban Edition,97800,18150,79000,1595,90,18-Sep-18,4.49,2,28937,32512,"LED headlights. 18"" rims. Electric auto tailgate. Factory audio system. Bluetooth. Reverse camera/sensors. Memory seats. Driver's electric seat.",Mercedes-Benz GLA-Class (2014-2020)
Mercedes-Benz A-Class A200 Style,55800,18420,137000,1595,115,7-Sep-16,2.46,3,24273,20983,"17"" Breyton sports rims, factory fitted audio system, Bluetooth/media interface, electric seats, park assist, auto headlight. ambient lighting.",Mercedes-Benz A-Class (2013-2018)
Mercedes-Benz E-Class E200 Avantgarde,148800,22550,109331,1991,135,25-Mar-19,5.01,1,55386,71695,"GPS/DVD/Bluetooth/audio sound system, 2x electric memory leather seats, in car camera,auto LED headlamp, multi function steering wheel.",Mercedes-Benz E-Class Saloon 2016 (2016-2021)
Kia Cerato K3 1.6A SX Sunroof,28800,14310,113999,1591,95,17-Aug-15,0.4,3,17442,17442,"Keyless Entry/Start/Stop, Sunroof, Ventilated Seat, Paddle Shifters, Rear Aircon, Driver's Electric Seat, Bluetooth, Cruise Control.",Kia Cerato
Volkswagen Tiguan 1.4A TSI BMT Panoramic Roof,49800,16660,131203,1390,118,26-Apr-16,2.01,1,27040,29856,Panoramic Roof. Premium Upholstery Electric Seats. Volkswagen Bluetooth Entertainment System. GPS. Reverse Camera. Front And Back IRoad In-Car Camera,Volkswagen Tiguan (2008-2011)
Subaru Levorg 1.6A GT-S,54888,17900,75000,1600,125,30-Jun-16,2.27,4,26036,28451,"Sunroof, Ventilated Seat, KYB absorbers, AWD, keyless, paddle shift, Si-Drive, electric brake, auto LED headlights/wipers, power seat, knockdown rear",Subaru Levorg (2015-2020)
Nissan Sylphy 1.6A,80800,12920,40802,1598,85,31-Oct-19,5.61,1,16665,16665,"Muti function control steering wheel, leather seat, factory fitted audio system, dual climatic air conditioning with rear darts, fog light etc",Nissan Sylphy (2013-2016)
Lexus RC Turbo RC200t,126800,25190,50000,1998,180,29-Dec-17,3.77,3,50913,63644,"Keyless entry/start/stop, paddle shifter, electric ventilated sports seats, Android Player, Apple CarPlay/ Android Auto",Lexus RC (2015-2019)
Subaru Forester 2.0A XT Sunroof,44800,16360,130000,1998,177,20-May-16,2.07,3,18941,18941,"Sunroof, Sports Rims, Multi Function Steering, Paddle Shifters, Electric Seats, Keyless Entry/start, Bluetooth, DRL, Auto Retractable Side Mirrors.",Subaru Forester (2013-2019)
BMW 3 Series 318i Shadow Edition,96800,18320,74089,1499,100,28-May-18,4.18,1,34502,40303,"Full LED digital speedo meter, headlight and fog light, sports leather seats keyless entry and start/stop. BMW iDrive system.",BMW 3 Series Sedan (2012-2019)
BMW 4 Series 420i Gran Coupe Sunroof,45800,19890,123000,1997,135,26-Jun-15,0.26,3,38895,41453,"Unbeatable Prices! True For Value, Best For Short Term Drive, PML With Serviced Record, Sunroof, Upgraded M-Sport Rims, Comfort Access, Navigation System, Bluetooth Tel/audio And Etc. Accident Free, Very Good Condition, Call For Viewing!",BMW 4 Series Gran Coupe (2014-2020)
Mazda 6 2.0A Executive,97800,15430,29031,1998,121,27-Sep-19,5.51,2,23790,25306,"Head Up Display, electric seats with driver memory function, navigation, reverse camera, Bose sound system, blind spot assist etc.",Mazda 6 Sedan (2018)
Skoda Kodiaq 1.4A TSI Sportline 7-Seater,128000,20320,48000,1395,110,10-Sep-19,5.47,1,29716,33603,Low genuine mileage. Under agent warranty. Upgraded AP Racing BBK + forged Rays premium wheels. 10 speakers Canton sys. Full Panoramic roof and more.,SKODA Kodiaq (2018)
Toyota Corolla Altis 1.6A ,79800,14610,145306,1598,80,7-Sep-09,5.46,4,17853,17853,"Multi-Function Steering Wheel, Leather Seats, Sports Rims, Factory Fitted Audio System, Retractable Side Mirrors With Indicators, Reverse Cam/Sensor",Toyota Corolla Altis (2008-2013)
Volvo V40 T2,70800,14380,115531,1498,90,12-Apr-18,4.05,2,23530,24942,"Factory fitted audio system, GPS, Bluetooth, electric memory seat, keyless entry/start/stop, LED head lights/DRL, dynamic stability traction control.",Volvo V40 (2013-2019)
Volvo V40 T2,70800,14380,115531,1498,90,12-Apr-18,4.05,2,23530,24942,"Factory fitted audio system, GPS, Bluetooth, electric memory seat, keyless entry/start/stop, LED head lights/DRL, dynamic stability traction control.",Volvo V40 (2013-2019)
Jaguar XF 3.0A Luxury ,79800,12890,147000,2967,175,31-May-10,6.19,4,54437,54437,"Front back recording camera, multi function steering wheel, rear air conditioning, cruise control, electric seats and drive mode select.",Jaguar XF (2008-2013)
Nissan Note 1.2A,60800,12340,49288,1198,58,12-Dec-18,4.72,2,13438,5000,"Factory fitted player, reverse sensors/camera, in car camera, keyless entry/start and leather seats.",Nissan Note (2013-2020)
Nissan X-Trail 2.0A 7-Seater Sunroof,51800,15160,128000,1997,106,31-Oct-16,2.61,3,23227,24518,"Bluetooth media player, twin electric leather upholstery seats, hill descent, electric tailgate, 360 park view assistance camera with sensor. GPS.",Nissan X-Trail (2014-2021)
Volvo S90 T5 Momentum,82800,22110,90000,1969,187,16-Dec-16,2.73,1,37621,44670,"18"" rims, multi function steering, keyless entry/start, high performance audio, rain sensors, Bluetooth interface, 9"" touch screen, city safety.",Volvo S90 (2016-2021)
Nissan Qashqai 1.2A DIG-T,48800,14000,99000,1197,85,23-Mar-17,3,1,18585,13585,"Leather seats, Pioneer bluetooth audio system, reverse camera, auto headlight, knockdown seats.",Nissan Qashqai (2014-2020)
Honda Civic 1.6A VTi,58800,15290,74000,1597,92,24-May-17,3.17,1,20480,20672,"Sports rims, factory fitted touchscreen audio with Bluetooth, reverse sensors, reverse camera, auto retractable side mirrors, multi function steering.",Honda Civic (2016-2021)
Lexus IS250 Luxury ,62900,13150,150000,2500,153,2-Jan-09,4.78,5,41697,41697,"Sport facelift bodykit, Android head unit, multi function steering wheel, reverse sensors, electric leather seats, keyless entry, push start/stop.",Lexus IS250 (2006-2013)
Honda City 1.5A SV,63888,13840,103229,1497,88,20-Mar-18,3.99,1,17233,17233,"Leather upholstery, new paintwork, audio system with reverse camera/sensors, LED daylight.",Honda City (2014-2020)
Honda Freed 1.5A G ,64500,12730,151000,1496,87,16-Apr-09,5.07,6,19772,19772,"Sliding doors, leather seats, knockdown rear seats, electric folding side mirrors, Android player with reverse camera.",Honda Freed (2009-2010)
BMW 5 Series 520i,166800,21630,65000,1998,135,4-Jun-20,6.2,2,51798,65237,"Premium leather interior,sport rims,dual/rear aircon,adaptive seat belts,electric memories seat,auto tailgate,gesture ctrl,360cam,ambient lights.",BMW 520i
Audi Q2 1.0A TFSI S-tronic,88500,16550,75000,999,85,22-Oct-18,4.58,1,23691,25168,"Keyless Entry/start, Auto Tailgate, In-car Recorder, Reverse Camera/sensors, Ambient Lighting, Factory Fitted Audio,/Audi MMI, Bluetooth, Leather Seat",Audi Q2 (2017)
BMW 2 Series 216d Gran Tourer,58000,15840,118000,1496,85,23-Jan-17,2.83,1,31478,26070,"Factory fitted audio system with Bluetooth, navigation, reverse camera, sport rims, contactless boot release tailgate, memory seats.",BMW 2 Series Gran Tourer Diesel (2015-2017)
Toyota Wish 1.8A Elegance,46500,15790,145000,1798,105,15-Jul-16,2.31,2,19953,19953,"Keyless Entry/start, Roof Mount Monitor, Touchscreen DVD Player With Navigation, Bluetooth, Reverse Cam/sensor. Leather Seat, In Car Recorder & More!",Toyota Wish (2009-2018)
BMW X1 sDrive18i,82000,18920,92390,1499,100,21-Sep-17,3.5,2,31845,31583,All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition of the vehicle. Enquire to find out more!,BMW X1 (2015-2022)
Toyota Corolla Axio 1.5A X ,60800,12150,87200,1496,80,4-Jun-14,5,1,14271,5000,"DVD audio system with Bluetooth and reverse cam, leather seats auto retractable side mirrors.",Toyota Corolla Axio (2013-2017)
Mercedes-Benz A-Class A180 SE,82888,18830,95000,1595,90,20-Apr-18,4.08,3,21544,12162,"PARF Car, Premium Ad Car",Mercedes-Benz A-Class (2013-2018)
BMW 1 Series 116d,82800,15500,80000,1496,85,18-Jul-18,4.32,2,28248,31548,"Full original Maxton kit, 18"" rims, M-Sport brake kit and steering wheel, 10"" Android HU, upgraded Harmon Kardon sound system, xhp tuning!",BMW 1 Series Hatchback Diesel (2015-2018)
BMW X1 sDrive18i,72000,18830,115741,1499,100,31-Mar-17,3.02,1,30855,30197,All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition of the vehicle. Enquire to find out more!,BMW X1 (2015-2022)
Audi A3 Sedan 1.0A TFSI S-tronic,96800,15580,87391,999,85,31-Jul-19,5.36,2,24711,26596,Keyless entry/start/stop. LED DRL. Knockdown rear seats. Reverse sensor. Auto headlights. Electric drive seat. Full leather interior.,Audi S3 Sportback (2009-2013)
Mazda 5 2.0A Sunroof,41800,14700,106227,1998,111,30-May-16,2.19,1,19339,19339,Sunroof. Dual Power Sliding Doors. Premium Upholstery Leather Seats. Sports Rims/New Tyres. Pioneer Bluetooth DVD Monitor. Reverse Camera,Mazda 5 (2012-2018)
Subaru Forester 2.0i-L Sunroof,46800,15570,127176,1995,110,16-Sep-16,2.48,2,16215,16215,factory fitted accessories with reverse camera.,Subaru Forester (2013-2019)
Lexus NX Turbo NX300 Executive,161800,21580,54000,1998,175,27-Jul-20,6.34,2,41170,49638,"Keyless Push Start, Smooth Leather Seats, Front Electric Seats, Dual Climate Aircon with Rear Aircon, Navigation and Auto Rain Sensors.",Lexus NX 300 (2015-2021)
Kia Stonic 1.0T EX,76500,14180,47476,998,88,8-May-19,5.04,1,17534,7534,All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition of the vehicle. Enquire to find out more!,Kia Stonic (2018-2022)
Honda Shuttle Hybrid 1.5A G LED,80800,15490,78000,1496,101,28-Dec-18,4.76,2,22726,13817,"Auto retractable side mirrors with indicators, 15"" sports rims, leather seats, DVD player w reverse camera/sensors, front/back camera, knockdown rear.",Honda Shuttle Hybrid (2015)
BMW 1 Series 116i ,91800,11430,124859,1598,100,25-May-12,8.02,5,27035,27035,"Upgraded infotainment system, M-Sport body styling, m design mirrors, M-Sport spoiler, M-Sport alloy wheels, black luxurious interior, etc.",BMW 1 Series Hatchback (2011-2015)
Subaru Forester 2.0A XT Sunroof,54000,15950,111700,1998,177,31-Dec-16,2.77,3,19469,19469,All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition of the vehicle. Enquire to find out more!,Subaru Forester (2013-2019)
Porsche 718 Cayman 2.0A PDK,203800,41810,65000,1988,220,21-Dec-17,3.74,4,67873,94172,"Stock factory condition and specifications. Twin-tract sports exhaust system, auto-deploying rear wing, front luggage compartment volume of 150l.",Porsche Boxster (2005-2012)
BMW 5 Series 520i Sport,144388,20940,84775,1998,135,24-Jul-19,5.33,1,51775,65195,"iDrive with navigation, Apple CarPlay, digital speedometer, LED Headlights, 360 Reverse Camera, Auto Tailgate. Comfort Access, Wireless Charging",BMW 5 Series Sedan (2017-2020)
BMW 3 Series 318i Highline Sport,180000,20560,25404,1998,115,1-Oct-21,7.52,1,41698,50378,All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition of the vehicle. Enquire to find out more!,BMW 3 Series Sedan (2019)
Honda Shuttle 1.5A G Honda Sensing,97000,14050,45902,1496,95,29-Sep-20,6.52,1,20509,10713,All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition of the vehicle. Enquire to find out more!,Honda Shuttle (2015)
Subaru XV 2.0i-S EyeSight Sunroof,80800,14070,98000,1995,115,28-Jun-19,5.26,1,13360,13360,"Leather seats, reverse camera, original factory rims, factory infotainment system with Bluetooth, auto headlight.",Subaru XV (2017-2023)
Citroen Grand C4 Picasso Diesel 1.6A BlueHDi,34800,12240,144088,1560,88,28-Jun-16,2.26,2,26518,14126,"17"" s/rim,luxurious leather seats,integrated touchscreen infotainment system with GPS/carplay/bt/rev.Cam,retractable side mirrors.Panoramic glassroof.",Citroen Grand C4 Picasso Diesel (2014-2017)
Mercedes-Benz A-Class A180 ,65800,13150,105000,1595,90,6-Mar-14,5,1,25140,17196,"Factory-fitted audio system, Multi-function steering control, Reverse sensors/camera, Electronic driver seat, Rear knockdown seats, paddle shifter",Mercedes-Benz A-Class
Kia Cerato K3 1.6A,57800,13440,101181,1591,95,5-Feb-18,3.87,1,11434,11434,Sport Rims. Leather Seats. Factory Fitted Audio Player. Reverse Sensors.,Kia Cerato
Land Rover Defender 110 2.0A,333888,33260,12913,1997,221,10-Jan-23,8.8,2,61001,81802,"Multi zone/rear aircon, electrical seats, Bluetooth, navigation system, 6 airbags, electric park brake, rear parking sensors, reverse camera",Land Rover Defender
